# Spark-gap event table. SI units unless noted in SPARK_GAP_METRICS.md.
# Storage units: s, V, V/s, Hz, J, C, A, H.
# event_index [1]: 0-based order of detected collapses. Used to plot conditioning.
# first_cycle [bool]: True when the preceding ramp is much flatter than the later population (startup / long plateau). Kept in the event table; excluded from typical stats.
# t_break [s]: Collapse-start time: first sample of the steepest ~20 ns drop. Event timestamp for all intervals; not the 1-sample voltage maximum.
# v_breakdown [V]: Median voltage over the ~20-50 ns plateau immediately before t_break. Repetitive breakdown voltage for that shot.
# v_undershoot [V]: Minimum in the ~200 ns after t_break. Includes inductive kick / probe ringing.
# v_residual [V]: Median voltage after ringing settles (~1-5 us post-edge), at the start of the next charging ramp. Recovery / restart voltage for the next cycle.
# dv_collapse [V]: v_breakdown - v_undershoot. Total observed swing including undershoot.
# period_s [s]: t_break[i] - t_break[i-1]. Undefined for event 0.
# rep_rate_hz [Hz]: 1 / period_s for that interval.
# t_collapse_10_90 [s]: t90 - t10. IEC/scope 10-90% fall time of the discharge edge.
# slew_collapse_mean [V/s]: 0.8 * (v_pre - v_post) / t_collapse_10_90. Mean collapse gradient; a lower bound set by scope bandwidth.
# slew_collapse_peak [V/s]: Maximum |dV/dt| over a 5 ns window on the falling edge.
# t_ring [s]: Dominant post-collapse ring period in the 50-400 ns window (median peak spacing of the residual after a short moving mean).
# charge_rate [V/s]: Least-squares slope of the linear charging ramp from residual settle to ~100 ns before t_break. I ≈ C * charge_rate if C is known.
# charge_r2 [1]: Coefficient of determination of the linear ramp fit. Low R² flags a non-linear ramp.
# v_charge_start [V]: Voltage at the start of the ramp-fit window.
# v_charge_end [V]: Voltage at the end of the ramp-fit window (near v_breakdown).
# recovery_s [s]: Time from t_break until a short local slope matches the next-cycle charge rate. Duration of the post-spark transient.
# energy_j [J]: 0.5 * C * v_breakdown^2. Only when --capacitance is given.
# charge_c [C]: C * (v_breakdown - v_residual). Only when --capacitance is given.
# source_current_a [A]: C * charge_rate during the linear ramp. Only when --capacitance is given.
# L_est_h [H]: 1 / ((2π / t_ring)^2 * C) if t_ring and C are known.
event_index,first_cycle,t_break,v_breakdown,v_undershoot,v_residual,dv_collapse,period_s,rep_rate_hz,t_collapse_10_90,slew_collapse_mean,slew_collapse_peak,t_ring,charge_rate,charge_r2,v_charge_start,v_charge_end,recovery_s,energy_j,charge_c,source_current_a,L_est_h
10,False,-0.0009880891999999998,4315.6256,269.7266,-539.4532,4045.8990000000003,0.0001275670000000001,7839.017927833996,1.2999999999879427e-08,232379840002.1553,485507880000.0,1.4999999999910918e-08,34162573.104310945,0.9858282297496128,-269.7266,4585.3522,,,,,
11,False,-0.0008440682,4855.0788,269.7266,-809.1798000000001,4585.3522,0.00014402099999999982,6943.431860631445,8.000000000125962e-09,458535219992.7803,431562560000.0,1.0499999999894274e-08,33442477.840376128,0.9911841298813762,0.0,4855.0788,,,,,
12,False,-0.0006708281999999997,4855.0788,0.0,-539.4532,4855.0788,0.00017324000000000029,5772.338951743237,8.999999999599606e-09,383611164461.5107,593398520000.0,1.0500000000111115e-08,34270642.95742793,0.9916562068449076,-1078.9064,5124.8054,,,,,
13,False,-0.0005105801999999997,5394.532,-269.7266,-539.4532,5664.2586,0.000160248,6240.327492386801,5.999999999877631e-09,683307386680.6027,917070440000.0,8.999999999599606e-09,33709916.387974456,0.991553307297428,-269.7266,5664.2586,,,,,
14,False,-0.0003758771999999998,4855.0788,269.7266,-539.4532,4585.3522,0.0001347029999999999,7423.73963460354,1.5999999999818243e-08,229267610002.60446,431562560000.0,1.2999999999879427e-08,33836196.546807416,0.9865795898414428,0.0,4855.0788,,,,,
15,False,-0.00022887419999999964,4855.0788,-269.7266,-539.4532,5124.8054,0.00014700300000000015,6802.582260225975,1.50000000003446e-08,273322954660.38757,593398520000.0,8.000000000125962e-09,32804357.170140423,0.9902527150042305,-269.7266,4855.0788,,,,,
16,False,-4.199999999697501e-09,7282.618200000001,-269.7266,-809.1798000000001,7552.344800000001,0.00022886999999999994,4369.292611526195,1.0999999999847937e-08,510028480007.0507,1132851720000.0002,1.0000000000157452e-08,30520201.43759088,0.994649216004631,0.0,7012.891600000001,,,,,
17,False,0.0002650188000000004,7012.891600000001,-269.7266,-809.1798000000001,7282.618200000001,0.0002650230000000001,3773.2574153941346,1.2000000000188943e-08,485507879992.35565,755234480000.0001,8.500000000079624e-09,29082325.65485714,0.991707121427236,-809.1798000000001,7012.891600000001,,,,,
18,False,0.0005629438,7012.891600000001,-269.7266,-809.1798000000001,7282.618200000001,0.00029792499999999967,3356.549467147776,1.2000000000188943e-08,449544333326.25525,971015760000.0,7.999999999909121e-09,26345130.28050288,0.9921687965734419,-809.1798000000001,7012.891600000001,,,,,
19,False,0.0008047118000000003,5394.532,0.0,-539.4532,5394.532,0.00024176800000000028,4136.196684424733,1.3000000000096268e-08,315372639997.6646,863125120000.0,9.000000000033287e-09,24602563.14230469,0.9866909259667231,-809.1798000000001,5394.532,,,,,
20,False,0.0010034558000000002,4855.0788,0.0,-539.4532,4855.0788,0.00019874399999999983,5031.598438191849,9.999999999940612e-09,366828176002.1785,431562560000.0,7.000000000218637e-09,22621261.21888694,0.9881360132480398,0.0,4855.0788,,,,,
21,False,0.0012310548,5124.8054,-269.7266,-809.1798000000001,5394.532,0.00022759899999999977,4393.692415168788,9.000000000466968e-09,479513955530.67584,539453200000.0,1.1000000000281618e-08,20549614.64665463,0.9891422065391312,0.0,5124.8054,,,,,
22,False,0.0016314698000000002,6203.7118,-269.7266,-809.1798000000001,6473.4384,0.0004004150000000003,2497.408938226588,8.000000000125962e-09,593398519990.6569,431562560000.0,8.000000000125962e-09,17544934.433067333,0.990492899017868,-1078.9064,6203.7118,,,,,
23,True,0.0023395828,5394.532,-539.4532,-809.1798000000001,5933.9852,0.0007081129999999998,1412.203984392322,4.000000000496662e-09,1024961079872.7352,809179800000.0,8.000000000125962e-09,6720433.812769266,0.8679915820927224,0.0,5394.532,,,,,
